"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"늘벗공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,19812,100000,02-3423-7115,서울특별시 강남구 대치동 501,서울특별시 강남구 대치동 501,서울특별시 강남구청,37.489743,127.057128,2017-11-17
"한티공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,19200,100000,02-3423-7115,서울특별시 강남구 대치동 212-1 외 13필지,서울특별시 강남구 대치동 212-1 외 13필지,서울특별시 강남구청,37.495105,127.062339,2017-11-17
"청수공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,17402,100000,02-3423-7115,서울특별시 강남구 학동로105길 30,서울특별시 강남구 청담동 134-13외 12필지,서울특별시 강남구청,37.523231,127.040921,2017-11-17
"대청공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,14089,100000,02-3423-7115,서울특별시 강남구 개포로116길 21,서울특별시 강남구 일원동 621,서울특별시 강남구청,37.492778,127.065308,2017-11-17
"포이공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,13577,100000,02-3423-7115,서울특별시 강남구 개포로15길 25,서울특별시 강남구 개포동 1239-21외 4필지,서울특별시 강남구청,37.479663,127.027282,2017-11-17
"대진공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,13568,100000,02-3423-7115,서울특별시 강남구 개포로109길 62,서울특별시 강남구 개포동 13-1,서울특별시 강남구청,37.496031,127.061264,2017-11-17
"한솔공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,12878,100000,02-3423-7115,서울특별시 강남구 광평로10길 6,서울특별시 강남구 일원동 732,서울특별시 강남구청,37.480918,127.060656,2017-11-17
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,94,100000,02-3423-7115,서울특별시 강남구 세곡동  102-24,서울특별시 강남구 세곡동  102-24,서울특별시 강남구청,37.465885,127.091767,2017-11-17
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100,100000,02-3423-7115,서울특별시 강남구 세곡동  100-15,서울특별시 강남구 세곡동  100-15,서울특별시 강남구청,37.465725,127.091940,2017-11-17
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,252,100000,02-3423-7115,서울특별시 강남구 밤고개로31길 9,서울특별시 강남구 세곡동 102-8,서울특별시 강남구청,37.465807,127.091725,2017-11-17
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,105,100000,02-3423-7115,서울특별시 강남구 세곡동  102-17,서울특별시 강남구 세곡동  102-17,서울특별시 강남구청,37.465935,127.109209,2017-11-17
"윗반 고개공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,183,100000,02-3423-7115,서울특별시 강남구 세곡동 102-22,서울특별시 강남구 세곡동 102-22,서울특별시 강남구청,37.465931,127.091770,2017-11-17
"세곡키즈어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로 101,서울특별시 강남구 자곡로 21LH푸르지오 215동 101호,서울특별시 강남구청,37.498269,127.047051,2017-11-17
"아이린키즈어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로68길 29,서울특별시 강남구 학동로 68길 29,서울특별시 강남구청,37.469026,127.098149,2017-11-17
"세곡나비어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로 286,서울특별시 강남구 밤고개로 286,서울특별시 강남구청,37.468664,127.098241,2017-11-17
"세곡햇빛어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로 286-1,서울특별시 강남구 밤고개로 286-1,서울특별시 강남구청,37.480988,127.091373,2017-11-17
"아이비어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로260 한양수자인아파트 416동 105호,서울특별시 강남구 자곡로260 한양수자인아파트 416동 105호,서울특별시 강남구청,37.479857,127.101465,2017-11-17
"꼬망새어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로230자곡포레아파트 306동 102호,서울특별시 강남구 자곡로230자곡포레아파트 306동 102호,서울특별시 강남구청,37.480988,127.091373,2017-11-17
"리엔아이어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로260 한양수자인 아파트 417동 104호,서울특별시 강남구 자곡로260 한양수자인 아파트 417동 104호,서울특별시 강남구청,37.479928,127.070823,2017-11-17
"키움어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로35동 우성6차아파트  106호,서울특별시 강남구 언주로35동 우성6차아파트  106호,서울특별시 강남구청,37.493399,127.025158,2017-11-17
"강남키즈랜드어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼로8길 11,서울특별시 강남구 강남구 역삼로 8길 11,서울특별시 강남구청,37.492151,127.011862,2017-11-17
GKL행복어린이집,건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 삼성로122길 7 GKL 행복 어린이집,서울특별시 강남구 강남구 삼성로122길 7 GKL 행복 어린이집,서울특별시 강남구청,37.487077,126.967121,2017-11-17
"한강에너지㈜강남제일주유소",영업허가 면적 경계선까지,서울특별시,강남구,주유소,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼로 205,서울특별시 강남구 역삼동 734-15,서울특별시 강남구청,37.483338,127.034025,2017-11-17
"현대오일뱅크㈜직영 유진주유소",영업허가 면적 경계선까지,서울특별시,강남구,주유소,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 논현로 152,"서울특별시 강남구 도곡동 515-2,3,6,7",서울특별시 강남구청,37.485666,127.031126,2017-11-17
"오일프러스주유소",영업허가 면적 경계선까지,서울특별시,강남구,주유소,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2651,"서울특별시 강남구 도곡동 910-2,28,29",서울특별시 강남구청,37.494118,127.036727,2017-11-17
"㈜잠실에너지 명품주유소",영업허가 면적 경계선까지,서울특별시,강남구,주유소,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도곡로 249,"서울특별시 강남구 역삼동 785-17,18,23",서울특별시 강남구청,37.476115,127.080921,2017-11-17
"자곡주유소",영업허가 면적 경계선까지,서울특별시,강남구,주유소,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,"서울특별시 강남구 자곡동 210, 209-1","서울특별시 강남구 자곡동 210, 209-1",서울특별시 강남구청,37.484010,127.086223,2017-11-17
"㈜중앙에너비스 수서지점",영업허가 면적 경계선까지,서울특별시,강남구,주유소,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 202,서울특별시 강남구 수서동 522-1,서울특별시 강남구청,37.474956,127.098097,2017-11-17
"청담역",청담역 10번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"청담역",청담역 11번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"청담역",청담역 12번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"청담역",청담역 13번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"청담역",청담역 14번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"학동역",학동역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학여울공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,12506,100000,02-3423-7115,서울특별시 강남구 개포로 513,서울특별시 강남구 개포동 183-1외 1필지,서울특별시 강남구청,37.491000,127.052495,2017-11-17
"배밭공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,11627,100000,02-3423-7115,서울특별시 강남구 개포로 411,서울특별시 강남구 개포동 181외 1필지,서울특별시 강남구청,37.488720,127.044887,2017-11-17
"늘푸른공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,11410,100000,02-3423-7115,서울특별시 강남구 일원동 690,서울특별시 강남구 일원동 690,서울특별시 강남구청,37.489867,127.059926,2017-11-17
"개포서공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,11219,100000,02-3423-7115,서울특별시 강남구 개포동 180외 2필지,서울특별시 강남구 개포동 180외 2필지,서울특별시 강남구청,37.488627,127.046632,2017-11-17
"대치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,10409,100000,02-3423-7115,서울특별시 강남구 대치동 512,서울특별시 강남구 대치동 512,서울특별시 강남구청,37.495105,127.052354,2017-11-17
"베스트베이비어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로109길 5 218동 108호,서울특별시 강남구 개포로109길 5 218동 108호,서울특별시 강남구청,37.493964,127.057588,2017-11-17
"베이비케슬어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로110길 15 114동 105호,서울특별시 강남구 개포로110길 15 114동 105호,서울특별시 강남구청,37.492339,127.060614,2017-11-17
"우성 유아 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로110길 15 101동 104호,서울특별시 강남구 개포로110길 15 101동 104호,서울특별시 강남구청,37.492339,127.060614,2017-11-17
"애솔 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 7 93동 109호,서울특별시 강남구 선릉로 7 93동 109호,서울특별시 강남구청,37.478366,127.043974,2017-11-17
"천사어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 311 902동 111호,서울특별시 강남구 개포로 311 902동 111호,서울특별시 강남구청,37.484801,127.039668,2017-11-17
"강남베베하우스어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 14 주공아파트 414동 102호,서울특별시 강남구 삼성로 14 주공아파트 414동 102호,서울특별시 강남구청,37.485535,127.053926,2017-11-17
"아름드리어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 14 436동 105호,서울특별시 강남구 삼성로 14 436동 105호,서울특별시 강남구청,37.485535,127.053926,2017-11-17
"개포어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로3길 9,서울특별시 강남구 영동대로3길 9,서울특별시 강남구청,37.487948,127.056179,2017-11-17
"개포좋은어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로12길 10,서울특별시 강남구 선릉로12길 10,서울특별시 강남구청,37.483566,127.043241,2017-11-17
"사랑샘어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 516 708동 106호,서울특별시 강남구 개포로 516 708동 106호,서울특별시 강남구청,37.488831,127.053977,2017-11-17
"강남 아이트라움 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 개포로124길 13 (일원동),서울특별시 강남구 강남구 개포로124길 13 (일원동),서울특별시 강남구청,37.524300,127.016678,2017-11-17
"광림어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 논현로175길 49,서울특별시 강남구 강남구 논현로175길 49,서울특별시 강남구청,37.493982,127.066343,2017-11-17
"리틀바움어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 개포로109길 21 대치2단지 관리동 1층,서울특별시 강남구 강남구 개포로109길 21 대치2단지 관리동 1층,서울특별시 강남구청,37.481085,127.090874,2017-11-17
"베스트에코비어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 105동 104,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 105동 104,서울특별시 강남구청,37.481106,127.084308,2017-11-17
"산들어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 자곡로3길 45 3길 45,서울특별시 강남구 강남구 자곡로3길 45 3길 45,서울특별시 강남구청,37.481085,127.090874,2017-11-17
"숲속이네어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 109동 101호,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 109동 101호,서울특별시 강남구청,37.514741,127.020556,2017-11-17
"신논현어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남구 강남대로146길 28 논현신동아파밀리에 102동 108호,서울특별시 강남구 강남구 강남대로146길 28 논현신동아파밀리에 102동 108호,서울특별시 강남구청,37.492357,127.069369,2017-11-17
"삼성중앙역",삼성중앙역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"삼성중앙역",삼성중앙역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"삼성중앙역",삼성중앙역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"삼성중앙역",삼성중앙역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"삼성중앙역",삼성중앙역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"삼성중앙역",삼성중앙역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"삼성중앙역",삼성중앙역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 501,서울특별시 강남구 삼성동 111-147,서울특별시 강남구청,37.512955,127.052884,2017-11-17
"학동역",학동역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 9번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학동역",학동역 10번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 180,서울특별시 강남구 논현동 279-67,서울특별시 강남구청,37.514193,127.031572,2017-11-17
"학여울역",학여울역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 3104,서울특별시 강남구 대치동 514-3,서울특별시 강남구청,37.496709,127.070528,2017-11-17
"한티역",한티역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 228,서울특별시 강남구 대치동 1011-28,서울특별시 강남구청,37.496225,127.052840,2017-11-17
"한티역",한티역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 228,서울특별시 강남구 대치동 1011-28,서울특별시 강남구청,37.496225,127.052840,2017-11-17
"한티역",한티역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 228,서울특별시 강남구 대치동 1011-28,서울특별시 강남구청,37.496225,127.052840,2017-11-17
"자운어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로21,서울특별시 강남구 자곡로21,서울특별시 강남구청,37.482973,127.050233,2017-11-17
"즐거운어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로310,서울특별시 강남구 개포로310,서울특별시 강남구청,37.483536,127.101792,2017-11-17
"키즈열매어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡로21,서울특별시 강남구 자곡로21,서울특별시 강남구청,37.493679,127.048556,2017-11-17
"푸르내어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 221,서울특별시 강남구 선릉로 221 도곡렉슬아파트내,서울특별시 강남구청,37.485553,127.062680,2017-11-17
"피노키오어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 14,서울특별시 강남구 삼성로 14,서울특별시 강남구청,37.483536,127.101792,2017-11-17
"상록어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로4길 10 공무원APT 9단지내(內),서울특별시 강남구 영동대로4길 10 공무원APT 9단지내(內),서울특별시 강남구청,37.488168,127.058553,2017-11-17
"소꿉 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 8 215동 101호,서울특별시 강남구 선릉로 8 215동 101호,서울특별시 강남구청,37.481201,127.046979,2017-11-17
"솔샘어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 516 705동 106호,서울특별시 강남구 개포로 516 705동 106호,서울특별시 강남구청,37.488831,127.053977,2017-11-17
"연세중앙어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 516 604동 104호,서울특별시 강남구 개포로 516 604동 104호,서울특별시 강남구청,37.488831,127.053977,2017-11-17
"전원몬테소리어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 516 609동 104호,서울특별시 강남구 개포로 516 609동 104호,서울특별시 강남구청,37.488831,127.053977,2017-11-17
"큰별어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 516 603동 108호,서울특별시 강남구 개포로 516 603동 108호,서울특별시 강남구청,37.488831,127.053977,2017-11-17
